path,type,name,base_name,extension,size,date,sha1,md5,sha256,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,detected_license_expression,detected_license_expression_spdx,percentage_of_license_text,files_count,dirs_count,size_count,scan_errors,license_expression,detection_log,license_match__license_expression,license_match__license_expression_spdx,license_match__from_file,license_match__matcher,license_match__score,license_match__matched_length,license_match__match_coverage,license_match__rule_relevance,license_match__rule_identifier,license_match__rule_url,copyright,holder,author,email,url,start_line,end_line,package__type,package__namespace,package__name,package__version,package__qualifiers,package__subpath,package__primary_language,package__description,package__release_date,package__homepage_url,package__download_url,package__size,package__sha1,package__md5,package__sha256,package__sha512,package__bug_tracking_url,package__code_view_url,package__vcs_url,package__copyright,package__holder,package__declared_license_expression,package__declared_license_expression_spdx,package__license_detections,package__other_license_expression,package__other_license_expression_spdx,package__other_license_detections,package__extracted_license_statement,package__notice_text,package__file_references,package__is_private,package__is_virtual,package__extra_data,package__repository_homepage_url,package__repository_download_url,package__api_data_url,package__datasource_id,package__purl
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wick Dynex,,,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,file,OwnerController.java,OwnerController,.java,6158,2025-04-15,f68e7a7923f9a143d27e734e5f4b099ec6d0440f,e8a2471c38c01eac8d291a45bd411120,ebc241a64fe9ebe24f4e8256d064160cfbd309908181bc7e0150ff366493b7ed,text/x-c++,"C++ source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,12.32,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juergen Hoeller,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Krebs,,,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjen Poutsma,,,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Isvy,,,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wick Dynex,,,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,file,OwnerRepository.java,OwnerRepository,.java,2720,2025-04-15,ed78f971c91d79d6d9eac826a580a72beafd41d5,227b84edf888bc9d99f2f5634b6c9715,78558cebc370d2c738253ce0613500a2983dd588f1b8c2022b842776c164b0f7,text/x-java,"Java source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,22.43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Krebs,,,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juergen Hoeller,,,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Brannen,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Isvy,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wick Dynex,,,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docs.spring.io/spring-data/jpa/docs/current/reference/html/#repositories.query-methods.query-creation,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,file,Pet.java,Pet,.java,2207,2025-04-15,5eac0fb1c25bd0fa2d2a3000dd2fd81908717c7c,04f59854a982d78d40e8aa5822d990a4,dee73817101f32c3a0e6d7ca9bed25c0cd6f340968d72f3663ad9c0cb67cba41,text/x-java,"Java source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,31.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Krebs,,,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juergen Hoeller,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Brannen,,,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wick Dynex,,,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Pet.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,file,PetController.java,PetController,.java,5525,2025-04-15,34e888c0b2e94b34219254c93060aae41169085f,387f25a1c05e6898cc152ebc08b6edbc,8efef20b246885c7a97e5f28b6a79b27242268c905f4a7d31ddfb3b858458df1,text/x-c++,"C++ source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,13.45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juergen Hoeller,,,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Krebs,,,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjen Poutsma,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wick Dynex,,,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetType.java,file,PetType.java,PetType,.java,951,2025-04-15,d00e0aea02bb5b8194cadba0420a23a1200cb24c,c048250946c5163f1fe4d61a1167cd01,44baf592b0881313a6a1507cfc6f3a6fcefbdc6259ba1635ebc4dae884bde332,text/x-java,"Java source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,65.38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetType.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetType.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetType.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetType.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetType.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juergen Hoeller Can be Cat, Dog",,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetType.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,file,PetTypeFormatter.java,PetTypeFormatter,.java,1905,2025-04-15,7dbe9d3bb667cc1bbcc2ccd13b504137afb099ee,f665875a94d25fb7a4db78da1fdb1ff7,e4a5223853ed3e56a3cfd7024417cde49328cbfa2fff4f2547e1523a24f33329,text/x-java,"Java source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,34.41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Fisher,,,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juergen Hoeller,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Isvy,,,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docs.spring.io/spring-framework/docs/current/spring-framework-reference/core.html#format,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetValidator.java,file,PetValidator.java,PetValidator,.java,1807,2025-04-15,fef5ec896529a6b6b5df3041f6d9d2cd08154ee4,222cf9e9a31f4dc796db0f97655ada94,08ef23ecac4fb32e9f5809646114f64d7e2183729e9f4f3746612c8cdeb3cf34,text/x-java,"Java source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,37.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetValidator.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetValidator.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetValidator.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetValidator.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetValidator.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Krebs,,,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetValidator.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juergen Hoeller,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/PetValidator.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Visit.java,file,Visit.java,Visit,.java,1694,2025-04-15,cd0d574479e6301e35811ffcd4f3713b6b00c684,3c0d439ec889d3c1a0955320584dcfc8,d64cc96196630469567abaac2cc5f3eec725b484ed8059f4465117d877920bb1,text/x-java,"Java source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,40.09,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Visit.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Visit.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Visit.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Visit.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Visit.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Krebs,,,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Visit.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Syer,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/Visit.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,file,VisitController.java,VisitController,.java,3359,2025-04-15,b66c55d2575948094586e4bb6f6d666ca522f0c4,8e4a4484b170a4d7ff8d2fc841981f34,8c65c3acfeaf94ae62524c8edaf62d4e2199d9f101b1d603ab7c653f510fe059,text/x-c++,"C++ source, ASCII text",Java,False,True,False,False,True,False,apache-2.0,Apache-2.0,21.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,apache-2.0,,apache-2.0,Apache-2.0,spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,2-aho,100.00,85,100.00,100.00,apache-2.0_459.RULE,https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/apache-2.0_459.RULE,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright 2012-2019 the original author or authors,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the original author or authors,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juergen Hoeller,,,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Krebs,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjen Poutsma,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Isvy,,,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Syer,,,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wick Dynex,,,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.apache.org/licenses/LICENSE-2.0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-petclinic/src/main/java/org/springframework/samples/petclinic/system/,directory,system,system,,0,,,,,,,,False,False,False,False,False,False,,,0,3,0,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
